,esp,fecha,nota,legajo,materia,nombre_de_,ingr,Carrera,Recibido
7329,34,12-Dec-02,2,12490,121,Programación I,2002.0,Indeterminado,Ndeah
7331,34,06-Mar-03,2,12490,121,Programación I,2002.0,Indeterminado,Ndeah
7332,34,13-Mar-03,4,12490,121,Programación I,2002.0,Indeterminado,Ndeah
7334,34,31-Jul-02,2,12490,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
7335,34,21-Feb-03,8,12490,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
7336,34,02-Dec-02,8,12490,128,Metodología de la Investigación,2002.0,Indeterminado,Ndeah
7337,34,11-Dec-02,8,12490,209,Legislación,2002.0,Indeterminado,Ndeah
7338,34,29-Jul-02,4,12491,121,Programación I,2002.0,Indeterminado,Ndeah
7339,34,12-Jul-02,2,12491,123,Matemática,2002.0,Indeterminado,Ndeah
7340,34,30-Jul-02,6,12491,123,Matemática,2002.0,Indeterminado,Ndeah
7341,34,10-Jul-02,7,12491,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
7342,34,29-Jul-02,2,12492,121,Programación I,2002.0,Indeterminado,Ndeah
7343,34,10-Oct-02,4,12492,121,Programación I,2002.0,Indeterminado,Ndeah
7344,34,10-Jul-02,7,12492,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
7345,34,03-Dec-02,7,12492,125,Programación II,2002.0,Indeterminado,Ndeah
7346,34,10-Dec-02,3,12492,127,Laboratorio de Computación II,2002.0,Indeterminado,Ndeah
7347,34,17-Dec-02,7,12492,127,Laboratorio de Computación II,2002.0,Indeterminado,Ndeah
7348,34,09-Dec-02,2,12492,128,Metodología de la Investigación,2002.0,Indeterminado,Ndeah
7349,34,16-Dec-02,6,12492,128,Metodología de la Investigación,2002.0,Indeterminado,Ndeah
7350,34,11-Dec-02,6,12492,209,Legislación,2002.0,Indeterminado,Ndeah
7385,34,09-Dec-02,8,12494,111,Inglés I,2002.0,Indeterminado,Ndeah
7386,34,29-Jul-02,5,12495,121,Programación I,2002.0,Indeterminado,Ndeah
7387,34,31-Jul-02,7,12495,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
7388,34,06-May-03,7,12495,127,Laboratorio de Computación II,2002.0,Indeterminado,Ndeah
7389,34,11-Dec-02,4,12495,209,Legislación,2002.0,Indeterminado,Ndeah
7550,84,11-Jul-02,5,12507,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
7551,84,11-Jul-02,2,12508,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
7552,84,09-Oct-02,4,12508,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
7553,84,18-Dec-02,8,12508,122,Producción Agraria I,2002.0,Indeterminado,Ndeah
7977,24,20-Dec-02,6,12528,124,Diseño Industrial,2002.0,Indeterminado,Ndeah
7978,24,08-May-03,5,12528,125,Informática I,2002.0,Indeterminado,Ndeah
8000,24,20-Dec-02,7,12532,124,Diseño Industrial,2002.0,Indeterminado,Ndeah
8079,41,11-Mar-03,6,12549,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
8080,41,12-Jul-02,7,12549,3,Matemática,2002.0,Indeterminado,Ndeah
8081,41,10-Jul-02,9,12549,4,Química,2002.0,Indeterminado,Ndeah
8083,41,10-Mar-03,7,12549,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
8084,41,08-May-03,7,12549,6,Informática I,2002.0,Indeterminado,Ndeah
8085,41,21-Feb-03,5,12549,7,Mecánica,2002.0,Indeterminado,Ndeah
8086,41,20-Dec-02,7,12549,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
8087,41,04-Mar-03,6,12549,10,Hidraúlica y Neumática,2002.0,Indeterminado,Ndeah
8088,41,06-Aug-04,4,12549,18,Costos y Control de Gestión,2002.0,Indeterminado,Ndeah
8090,41,02-Aug-04,5,12549,19,Elementos de Automatización,2002.0,Indeterminado,Ndeah
8092,41,30-Jul-02,2,12554,3,Matemática,2002.0,Indeterminado,Ndeah
8093,41,01-Aug-02,8,12554,4,Química,2002.0,Indeterminado,Ndeah
8094,41,20-Dec-02,6,12554,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
8096,41,17-Dec-02,4,12556,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
8097,41,01-Aug-02,8,12556,4,Química,2002.0,Indeterminado,Ndeah
8098,41,17-Feb-03,2,12556,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
8100,41,04-Aug-03,9,12556,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
8101,41,06-Mar-03,2,12556,6,Informática I,2002.0,Indeterminado,Ndeah
8102,41,07-Aug-03,5,12556,6,Informática I,2002.0,Indeterminado,Ndeah
8104,41,18-Feb-03,8,12557,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
8105,41,01-Aug-02,8,12557,4,Química,2002.0,Indeterminado,Ndeah
8106,41,10-Mar-03,4,12557,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
8108,41,20-Dec-02,6,12557,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
8109,41,05-Oct-04,6,12557,11,Mantenimiento Industrial II,2002.0,Indeterminado,Ndeah
8110,41,04-Aug-04,8,12557,16,"Seguridad, Higiene y Protección Ambiental",2002.0,Indeterminado,Ndeah
8111,41,08-Oct-03,7,12557,20,Aseguramiento de la Calidad,2002.0,Indeterminado,Ndeah
8112,41,19-Dec-05,6,12558,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
8113,41,12-Jul-02,9,12558,3,Matemática,2002.0,Indeterminado,Ndeah
8114,41,10-Jul-02,9,12558,4,Química,2002.0,Indeterminado,Ndeah
8115,41,10-Mar-03,9,12558,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
8116,41,08-May-03,7,12558,6,Informática I,2002.0,Indeterminado,Ndeah
8117,41,20-Dec-02,7,12558,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
8119,41,11-Mar-03,6,12558,10,Hidraúlica y Neumática,2002.0,Indeterminado,Ndeah
8120,41,17-Jul-03,7,12558,15,Informática II,2002.0,Indeterminado,Ndeah
8121,41,14-Jul-03,7,12558,17,Inglés,2002.0,Indeterminado,Ndeah
8122,41,12-Dec-03,10,12558,18,Costos y Control de Gestión,2002.0,Indeterminado,Ndeah
8124,41,22-Dec-03,8,12558,19,Elementos de Automatización,2002.0,Indeterminado,Ndeah
8125,41,17-Dec-02,9,12559,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
8126,41,30-Jul-02,6,12559,3,Matemática,2002.0,Indeterminado,Ndeah
8127,41,10-Jul-02,9,12559,4,Química,2002.0,Indeterminado,Ndeah
8128,41,09-Dec-02,6,12559,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
8129,41,20-Dec-02,7,12559,6,Informática I,2002.0,Indeterminado,Ndeah
8130,41,20-Dec-02,6,12559,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
8131,41,17-Dec-03,8,12559,9,Conocimiento de los Materiales,2002.0,Indeterminado,Ndeah
8132,41,06-May-03,6,12559,10,Hidraúlica y Neumática,2002.0,Indeterminado,Ndeah
8133,41,04-May-04,8,12559,11,Mantenimiento Industrial II,2002.0,Indeterminado,Ndeah
8134,41,05-Aug-04,5,12559,13,Tecnología de Frío y Calor,2002.0,Indeterminado,Ndeah
8135,41,17-Jul-03,9,12559,15,Informática II,2002.0,Indeterminado,Ndeah
8136,41,28-Jul-04,8,12559,16,"Seguridad, Higiene y Protección Ambiental",2002.0,Indeterminado,Ndeah
8137,41,12-Dec-03,9,12559,18,Costos y Control de Gestión,2002.0,Indeterminado,Ndeah
8138,41,03-May-04,8,12559,19,Elementos de Automatización,2002.0,Indeterminado,Ndeah
8145,24,20-Dec-02,8,12567,124,Diseño Industrial,2002.0,Indeterminado,Ndeah
8146,24,19-Dec-02,8,12567,125,Informática I,2002.0,Indeterminado,Ndeah
8423,34,12-Mar-03,7,12586,104,Estadística,2002.0,Indeterminado,Ndeah
8424,34,10-Mar-03,9,12586,111,Inglés I,2002.0,Indeterminado,Ndeah
8425,34,13-Mar-03,9,12586,121,Programación I,2002.0,Indeterminado,Ndeah
8426,34,06-Mar-03,9,12586,122,Sistemas de Procesamiento de Datos,2002.0,Indeterminado,Ndeah
8427,34,14-Mar-03,7,12586,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
8428,34,03-Mar-03,2,12589,111,Inglés I,2002.0,Indeterminado,Ndeah
8430,34,14-Mar-03,7,12589,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
8431,34,11-Dec-02,7,12589,209,Legislación,2002.0,Indeterminado,Ndeah
8523,84,09-Oct-02,2,12598,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
8561,32,19-Feb-03,6,12601,121,Industrias Alimentarias I,2002.0,Indeterminado,Ndeah
8762,118,21-Dec-06,4,12615,1,Establecimientos Rurales,2006.0,Indeterminado,Ndeah
8765,118,22-Dec-06,5,12615,3,Construcciones Civiles,2006.0,Indeterminado,Ndeah
8767,118,26-Feb-07,6,12615,4,Establecimientos Industriales,2006.0,Indeterminado,Ndeah
8770,118,12-Dec-08,5,12615,5,Principios y Materiales Constructivos Industriales,2006.0,Indeterminado,Ndeah
8772,118,24-Feb-09,2,12615,6,Matemática Financiera y Estadística Aplicada,2006.0,Indeterminado,Ndeah
8780,118,01-Mar-10,5,12615,10,Tas.y Venta Bienes Mueb.Inm.Semovientes.Bienes Tecnol. y Esp.,2006.0,Indeterminado,Ndeah
8781,118,11-Dec-06,4,12615,12,Concepto de Derecho y Derecho Constitucional,2006.0,Indeterminado,Ndeah
8783,118,26-Feb-07,4,12615,13,Derecho Civil,2006.0,Indeterminado,Ndeah
8785,118,15-Dec-08,4,12615,14,Derecho Comercial,2006.0,Indeterminado,Ndeah
8788,118,13-Dec-07,9,12615,19,Informática Aplicada(Taller),2006.0,Indeterminado,Ndeah
8789,118,26-Sep-07,7,12615,20,Inglés Técnico(Taller),2006.0,Indeterminado,Ndeah
8917,84,01-Aug-02,4,12623,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9084,84,11-Oct-02,4,12631,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9115,84,17-Mar-03,2,12635,101,Álgebra y Geometría(Plan 95),2002.0,Indeterminado,Ndeah
9116,84,12-Jul-02,4,12635,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9117,84,20-Dec-02,3,12635,122,Producción Agraria I,2002.0,Indeterminado,Ndeah
9280,84,12-Jul-02,7,12642,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9281,84,24-Mar-04,8,12642,122,Producción Agraria I,2002.0,Indeterminado,Ndeah
9282,84,07-May-04,5,12642,123,Instalaciones Agrarias(Plan 95),2002.0,Indeterminado,Ndeah
9453,84,11-Jul-02,2,12651,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9589,84,11-Jul-02,2,12655,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9590,84,01-Aug-02,2,12655,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9679,41,01-Aug-02,9,12659,4,Química,2002.0,Indeterminado,Ndeah
9680,84,09-Oct-02,6,12660,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9752,84,01-Aug-02,2,12667,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
9753,41,10-Jul-02,9,12669,4,Química,2002.0,Indeterminado,Ndeah
9754,32,30-Jul-02,10,12670,123,Matemática General,2002.0,Indeterminado,Ndeah
9798,41,01-Aug-02,8,12675,4,Química,2002.0,Indeterminado,Ndeah
9810,41,10-Jul-02,9,12677,4,Química,2002.0,Indeterminado,Ndeah
9812,41,01-Aug-02,9,12678,4,Química,2002.0,Indeterminado,Ndeah
9813,41,20-Dec-02,5,12678,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
9815,34,06-Oct-03,6,12679,111,Inglés I,2002.0,Indeterminado,Ndeah
9816,34,15-Dec-03,5,12679,112,Inglés II,2002.0,Indeterminado,Ndeah
9819,34,05-Dec-02,2,12679,121,Programación I,2002.0,Indeterminado,Ndeah
9820,34,12-Dec-02,2,12679,121,Programación I,2002.0,Indeterminado,Ndeah
9822,34,06-Mar-03,5,12679,121,Programación I,2002.0,Indeterminado,Ndeah
9831,34,26-Jul-05,4,12679,123,Matemática,2002.0,Indeterminado,Ndeah
9832,34,31-Jul-02,4,12679,124,Laboratorio de Computación I,2002.0,Indeterminado,Ndeah
9835,34,01-Mar-06,2,12679,125,Programación II,2002.0,Indeterminado,Ndeah
9837,34,26-Apr-06,7,12679,125,Programación II,2002.0,Indeterminado,Ndeah
9840,34,16-Dec-03,5,12679,127,Laboratorio de Computación II,2002.0,Indeterminado,Ndeah
9841,34,16-Dec-02,6,12679,128,Metodología de la Investigación,2002.0,Indeterminado,Ndeah
9842,34,11-Dec-02,6,12679,209,Legislación,2002.0,Indeterminado,Ndeah
9873,41,06-May-03,8,12681,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
9874,41,09-Dec-05,6,12681,2,Electrotecnia,2002.0,Indeterminado,Ndeah
9875,41,30-Jul-02,4,12681,3,Matemática,2002.0,Indeterminado,Ndeah
9876,41,01-Aug-02,9,12681,4,Química,2002.0,Indeterminado,Ndeah
9877,41,05-May-03,8,12681,5,Relaciones Industriales,2002.0,Indeterminado,Ndeah
9878,41,06-Mar-03,8,12681,6,Informática I,2002.0,Indeterminado,Ndeah
9879,41,17-Dec-04,8,12681,7,Mecánica,2002.0,Indeterminado,Ndeah
9880,41,20-Dec-02,6,12681,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
9881,41,17-Dec-03,8,12681,9,Conocimiento de los Materiales,2002.0,Indeterminado,Ndeah
9882,41,11-Mar-03,9,12681,10,Hidraúlica y Neumática,2002.0,Indeterminado,Ndeah
9883,41,04-May-04,8,12681,11,Mantenimiento Industrial II,2002.0,Indeterminado,Ndeah
9884,41,31-Mar-06,8,12681,12,Elementos de Máquinas,2002.0,Indeterminado,Ndeah
9885,41,05-Aug-04,9,12681,13,Tecnología de Frío y Calor,2002.0,Indeterminado,Ndeah
9886,41,19-Dec-05,7,12681,14,Instalaciones y Máquinas Eléctricas,2002.0,Indeterminado,Ndeah
9887,41,17-Jul-03,7,12681,15,Informática II,2002.0,Indeterminado,Ndeah
9888,41,28-Jul-04,8,12681,16,"Seguridad, Higiene y Protección Ambiental",2002.0,Indeterminado,Ndeah
9889,41,06-Oct-03,7,12681,17,Inglés,2002.0,Indeterminado,Ndeah
9890,41,12-Dec-03,10,12681,18,Costos y Control de Gestión,2002.0,Indeterminado,Ndeah
9891,41,03-May-04,8,12681,19,Elementos de Automatización,2002.0,Indeterminado,Ndeah
9892,41,08-Oct-03,7,12681,20,Aseguramiento de la Calidad,2002.0,Indeterminado,Ndeah
9893,41,09-Jun-06,4,12681,21,Pasantía,2002.0,Indeterminado,Ndeah
9982,41,30-Jul-02,2,12689,3,Matemática,1999.0,Indeterminado,Ndeah
9983,41,01-Aug-02,9,12689,4,Química,1999.0,Indeterminado,Ndeah
10044,24,28-Feb-06,2,12693,102,Análisis Matemático I,2002.0,Indeterminado,Ndeah
10046,24,16-Dec-02,4,12693,121,Ingeniería Industrial I,2002.0,Indeterminado,Ndeah
10047,24,20-Dec-02,8,12693,124,Diseño Industrial,2002.0,Indeterminado,Ndeah
10048,24,17-Jul-03,6,12693,125,Informática I,2002.0,Indeterminado,Ndeah
10078,32,11-Mar-03,7,12696,124,Química General,2002.0,Indeterminado,Ndeah
10079,32,23-Dec-02,7,12697,123,Matemática General,2002.0,Indeterminado,Ndeah
10101,32,12-Mar-03,2,12701,122,Biología General,2002.0,Indeterminado,Ndeah
10102,32,23-Dec-02,8,12701,123,Matemática General,2002.0,Indeterminado,Ndeah
10103,32,20-Dec-02,6,12701,124,Química General,2002.0,Indeterminado,Ndeah
10105,32,23-Dec-02,7,12702,123,Matemática General,2002.0,Indeterminado,Ndeah
10107,84,28-Aug-02,0,12705,101,Álgebra y Geometría(Plan 95),2002.0,Indeterminado,Ndeah
10108,84,28-Aug-02,0,12705,102,Análisis Matemático,2002.0,Indeterminado,Ndeah
10109,84,28-Aug-02,0,12705,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
10110,84,28-Aug-02,0,12705,122,Producción Agraria I,2002.0,Indeterminado,Ndeah
10111,84,04-Dec-03,8,12705,131,Contabilidad para la Administración(Plan 95 Mod.),2002.0,Indeterminado,Ndeah
10115,84,16-Jul-03,2,12705,204,Probabilidad y Estadística(Plan 95),2002.0,Indeterminado,Ndeah
10116,41,08-Oct-02,4,12706,4,Química,2002.0,Indeterminado,Ndeah
10218,84,11-Oct-02,3,12713,121,Introducción a la Producción Agraria,2002.0,Indeterminado,Ndeah
10284,24,06-Aug-03,7,12719,204,Probabilidad y Estadística,2002.0,Indeterminado,Ndeah
10285,31,19-Feb-02,4,12719,119,Taller de Sistemas de Representación (Elec.),2002.0,Indeterminado,Ndeah
10286,81,07-Oct-98,4,12719,121,Análisis Matemático,2002.0,Indeterminado,Ndeah
10287,81,05-Aug-98,5,12719,122,Química,2002.0,Indeterminado,Ndeah
10288,81,15-Jul-98,6,12719,123,Álgebra,2002.0,Indeterminado,Ndeah
10289,81,09-Dec-98,2,12719,127,Informática I,2002.0,Indeterminado,Ndeah
10290,81,16-Dec-98,2,12719,127,Informática I,2002.0,Indeterminado,Ndeah
10291,24,20-Dec-02,5,12720,124,Diseño Industrial,2002.0,Indeterminado,Ndeah
10331,24,17-Dec-03,6,12725,101,Álgebra y Geometría Analítica,2003.0,Indeterminado,Ndeah
10332,24,04-Aug-03,7,12725,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
10359,24,14-Jul-03,7,12727,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11073,24,06-Oct-03,2,12763,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11074,24,04-Aug-03,8,12764,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11091,24,14-Jul-03,6,12770,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11092,24,14-Jul-03,9,12771,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11093,24,04-Aug-03,4,12772,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11094,24,08-Aug-06,5,12772,101,Álgebra y Geometría Analítica,2003.0,Indeterminado,Ndeah
11095,24,28-Mar-06,7,12772,102,Análisis Matemático I,2003.0,Indeterminado,Ndeah
11096,24,13-Dec-06,8,12772,115,Sistemas de Representación,2003.0,Indeterminado,Ndeah
11098,24,04-Mar-08,7,12772,203,Análisis Matemático II,2003.0,Indeterminado,Ndeah
11104,24,04-Aug-03,6,12775,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11144,24,04-Aug-04,1,12784,101,Álgebra y Geometría Analítica,2003.0,Indeterminado,Ndeah
11150,24,17-Dec-03,8,12784,115,Sistemas de Representación,2003.0,Indeterminado,Ndeah
11152,24,05-May-05,7,12784,125,Informática I,2003.0,Indeterminado,Ndeah
11153,24,27-Jul-04,6,12785,102,Análisis Matemático I,2003.0,Indeterminado,Ndeah
11154,24,23-Feb-04,2,12785,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11155,24,22-Mar-04,5,12785,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11156,24,17-Dec-03,7,12785,115,Sistemas de Representación,2003.0,Indeterminado,Ndeah
11164,24,13-Feb-06,2,12785,122,Pensamiento Sistémico (Plan 95. Mod.),2003.0,Indeterminado,Ndeah
11166,24,05-Aug-04,2,12785,125,Informática I,2003.0,Indeterminado,Ndeah
11167,24,07-Oct-04,7,12785,125,Informática I,2003.0,Indeterminado,Ndeah
11299,32,07-Oct-03,8,12792,123,Matemática General,2003.0,Indeterminado,Ndeah
11330,24,06-Oct-03,4,12797,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11332,24,14-Jul-03,6,12798,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11435,32,05-Aug-03,7,12803,123,Matemática General,2003.0,Indeterminado,Ndeah
11436,32,07-Aug-03,9,12803,124,Química General,2003.0,Indeterminado,Ndeah
11437,32,14-Jul-03,5,12804,122,Biología General,2003.0,Indeterminado,Ndeah
11438,32,15-Jul-03,7,12804,123,Matemática General,2003.0,Indeterminado,Ndeah
11439,32,05-Aug-03,5,12804,124,Química General,2003.0,Indeterminado,Ndeah
11444,84,16-Jul-03,2,12810,121,Introducción a la Producción Agraria,2003.0,Indeterminado,Ndeah
11546,41,15-Jul-03,7,12822,1,Mantenimiento Industrial I,2002.0,Indeterminado,Ndeah
11547,41,18-Jul-03,7,12822,2,Electrotecnia,2002.0,Indeterminado,Ndeah
11548,41,09-May-03,6,12822,3,Matemática,2002.0,Indeterminado,Ndeah
11549,41,05-Aug-03,4,12822,4,Química,2002.0,Indeterminado,Ndeah
11550,41,17-Jul-03,8,12822,6,Informática I,2002.0,Indeterminado,Ndeah
11551,41,16-Jul-03,5,12822,8,Sistemas de Representación,2002.0,Indeterminado,Ndeah
11552,41,15-Jul-03,7,12822,10,Hidraúlica y Neumática,2002.0,Indeterminado,Ndeah
11553,41,04-Aug-03,4,12822,17,Inglés,2002.0,Indeterminado,Ndeah
11554,41,08-Aug-03,4,12822,17,Inglés,2002.0,Indeterminado,Ndeah
11555,41,06-Aug-03,7,12822,20,Aseguramiento de la Calidad,2002.0,Indeterminado,Ndeah
11556,32,24-Mar-04,7,12823,121,Industrias Alimentarias I,2003.0,Indeterminado,Ndeah
11557,32,04-Aug-03,2,12823,122,Biología General,2003.0,Indeterminado,Ndeah
11558,32,05-Aug-03,2,12823,123,Matemática General,2003.0,Indeterminado,Ndeah
11559,32,07-Oct-03,2,12823,123,Matemática General,2003.0,Indeterminado,Ndeah
11560,32,07-Aug-03,2,12823,124,Química General,2003.0,Indeterminado,Ndeah
11562,32,24-Feb-04,2,12823,124,Química General,2003.0,Indeterminado,Ndeah
11612,24,06-Oct-03,7,12826,110,Ingeniería y Sociedad,2003.0,Indeterminado,Ndeah
11613,32,24-Feb-04,6,12828,124,Química General,2003.0,Indeterminado,Ndeah
11614,32,29-Mar-04,4,12828,125,Economía General,2003.0,Indeterminado,Ndeah
11615,32,24-Feb-04,4,12831,124,Química General,2003.0,Indeterminado,Ndeah
11616,32,29-Sep-03,7,12833,123,Matemática General,2003.0,Indeterminado,Ndeah
11617,32,24-Feb-04,7,12833,124,Química General,2003.0,Indeterminado,Ndeah
11618,32,29-Mar-04,6,12833,125,Economía General,2003.0,Indeterminado,Ndeah
11619,32,29-Mar-04,5,12835,125,Economía General,2003.0,Indeterminado,Ndeah
11620,32,29-Sep-03,9,12838,122,Biología General,2003.0,Indeterminado,Ndeah
11621,32,24-Feb-04,9,12838,124,Química General,2003.0,Indeterminado,Ndeah
11622,32,29-Mar-04,7,12838,125,Economía General,2003.0,Indeterminado,Ndeah
11623,32,07-Oct-03,9,12842,123,Matemática General,2003.0,Indeterminado,Ndeah
11624,32,24-Feb-04,5,12842,124,Química General,2003.0,Indeterminado,Ndeah
11774,32,24-Feb-04,8,12881,124,Química General,2003.0,Indeterminado,Ndeah
11775,32,29-Mar-04,5,12881,125,Economía General,2003.0,Indeterminado,Ndeah
11808,32,07-Oct-03,8,12883,123,Matemática General,2003.0,Indeterminado,Ndeah
11809,32,07-Oct-03,7,12884,123,Matemática General,2003.0,Indeterminado,Ndeah
11810,32,07-Oct-03,7,12885,123,Matemática General,2003.0,Indeterminado,Ndeah
11979,84,02-Mar-05,8,12894,121,Introducción a la Producción Agraria,2004.0,Indeterminado,Ndeah
12101,84,21-Dec-04,2,12898,102,Análisis Matemático,2004.0,Indeterminado,Ndeah
12254,24,02-Aug-04,2,12905,110,Ingeniería y Sociedad,2004.0,Indeterminado,Ndeah
12278,24,21-Dec-04,8,12910,102,Análisis Matemático I,2004.0,Indeterminado,Ndeah
12279,24,15-Dec-04,7,12910,115,Sistemas de Representación,2004.0,Indeterminado,Ndeah
12281,24,24-Feb-05,8,12910,125,Informática I,2004.0,Indeterminado,Ndeah
12530,24,20-Feb-07,1,12927,101,Álgebra y Geometría Analítica,2004.0,Indeterminado,Ndeah
12532,24,02-Aug-05,9,12927,102,Análisis Matemático I,2004.0,Indeterminado,Ndeah
12535,24,13-Dec-06,7,12927,115,Sistemas de Representación,2004.0,Indeterminado,Ndeah
12646,32,22-Feb-05,6,12943,123,Matemática General,2004.0,Indeterminado,Ndeah
12647,32,07-Dec-04,8,12943,124,Química General,2004.0,Indeterminado,Ndeah
12648,32,06-Dec-04,8,12943,127,Química Inorgánica,2004.0,Indeterminado,Ndeah
12649,32,09-Dec-05,8,12943,230,Legislación Sanitaria,2004.0,Indeterminado,Ndeah
12713,41,08-Oct-04,4,12947,2,Electrotecnia,2004.0,Indeterminado,Ndeah
12714,41,05-Oct-04,2,12947,3,Matemática,2004.0,Indeterminado,Ndeah
12715,41,07-Dec-04,2,12947,3,Matemática,2004.0,Indeterminado,Ndeah
12716,41,20-Dec-04,4,12947,5,Relaciones Industriales,2004.0,Indeterminado,Ndeah
12877,41,08-Oct-04,10,12961,2,Electrotecnia,2004.0,Indeterminado,Ndeah
12878,41,05-Oct-04,8,12961,3,Matemática,2004.0,Indeterminado,Ndeah
12879,41,01-Mar-05,8,12961,4,Química,2004.0,Indeterminado,Ndeah
12880,41,20-Dec-04,7,12961,5,Relaciones Industriales,2004.0,Indeterminado,Ndeah
12881,41,09-Dec-04,10,12961,6,Informática I,2004.0,Indeterminado,Ndeah
